idx,state0,state1,state2,state3,user_input,controller_vote,actuation
0,-0.030307777225971222,0.04370278865098953,0.00805697962641716,-0.03479208052158356,0.0,0,1
1,-0.02943372167646885,0.2387082725763321,0.007361138239502907,-0.3249220848083496,0.0,1,0
2,-0.02465955726802349,0.04348229244351387,0.0008626962080597878,-0.02992689609527588,0.0,1,0
4,-0.026822950690984726,0.04346616193652153,0.005524720065295696,-0.029571501538157463,0.0,1,0
6,-0.028988320380449295,0.04331661015748978,0.010230278596282005,-0.026273444294929504,0.0,1,0
8,-0.031160999089479446,0.04303157702088356,0.01509720180183649,-0.019986631348729134,0.0,1,0
10,-0.03334643691778183,0.04260563105344772,0.02024589106440544,-0.010590211488306522,0.0,1,0
13,-0.03470974415540695,0.23677246272563934,0.025844581425189972,-0.282318115234375,0.0,1,0
15,-0.029148461297154427,0.2361181378364563,0.020566273480653763,-0.26783961057662964,0.0,1,0
17,-0.023611923679709435,0.23560938239097595,0.01583465002477169,-0.2565871477127075,0.0,1,0
19,-0.018094435334205627,0.23523183166980743,0.011523866094648838,-0.24823902547359467,0.0,1,0
21,-0.012590854428708553,0.23497450351715088,0.007520212791860104,-0.24254989624023438,0.0,1,0
23,-0.00709644565358758,0.23482951521873474,0.003719126572832465,-0.23934398591518402,0.0,1,0
25,-0.0016067626420408487,0.23479188978672028,2.2441463443101384e-05,-0.2385098934173584,0.0,1,0
27,0.003882467281073332,0.23485931754112244,-0.0036641540937125683,-0.23999696969985962,0.0,1,0
29,0.009375451132655144,0.23503218591213226,-0.007433535065501928,-0.2438134253025055,0.0,1,0
31,0.014876439236104488,0.23531347513198853,-0.011379492469131947,-0.2500256896018982,0.0,1,0
35,0.025920262560248375,0.2362266182899475,-0.0201950091868639,-0.2702014744281769,0.0,1,0
39,0.03705284371972084,0.23767776787281036,-0.030970251187682152,-0.3022913932800293,0.0,1,0
42,0.04743947461247444,0.044073402881622314,-0.043880023062229156,-0.04300709441304207,0.0,1,0
46,0.043236128985881805,0.04650239273905754,-0.03727160766720772,-0.09661305695772171,0.0,0,1
51,0.05580747500061989,-0.14526844024658203,-0.061220455914735794,0.12245568633079529,0.0,1,0
55,0.03648339956998825,-0.14212991297245026,-0.041959069669246674,0.05303092673420906,0.0,0,1
58,0.03189321979880333,0.05480273440480232,-0.045411884784698486,-0.2799014747142792,0.0,0,1
60,0.038000114262104034,0.0561702735722065,-0.0627410039305687,-0.3103662431240082,0.0,1,0
61,0.039123520255088806,-0.13800427317619324,-0.06894832849502563,-0.038111262023448944,0.0,1,0
65,0.0203982125967741,-0.13415007293224335,-0.06291179358959198,-0.12327923625707626,0.0,1,0
76,-0.05102921649813652,-0.3195480704307556,-0.04789024218916893,-0.04491182416677475,0.0,1,0
81,-0.09065289050340652,-0.5113880038261414,-0.0436626672744751,0.17560620605945587,0.0,0,1
87,-0.14793795347213745,-0.5078271627426147,-0.03240282088518143,0.09692675620317459,0.0,0,1
102,-0.31108736991882324,-0.6976811289787292,-0.005755666643381119,0.27335479855537415,0.5,0,1
104,-0.3350905478000641,-0.6975953578948975,-0.0007113294559530914,0.27145394682884216,0.5,0,1
106,-0.35909169912338257,-0.6976525187492371,0.004288684576749802,0.27271443605422974,0.5,0,1
108,-0.3830966055393219,-0.697852373123169,0.009370718151330948,0.2771282196044922,0.5,0,1
110,-0.40711095929145813,-0.6981979608535767,0.014661591500043869,0.28476616740226746,0.5,0,1
