idx,state0,state1,state2,state3,user_input,controller_vote,actuation
113,-0.4451146125793457,-0.8941013216972351,0.02620735578238964,0.5947917699813843,0.5,0,1
115,-0.4769837260246277,-0.8949992656707764,0.044312749058008194,0.6149297952651978,0.5,0,1
116,-0.4948837161064148,-0.7005236148834229,0.05661134421825409,0.3365263044834137,0.5,0,1
117,-0.5088942050933838,-0.5062510371208191,0.06334187090396881,0.06221916526556015,0.5,0,1
119,-0.5252610445022583,-0.508074939250946,0.060389742255210876,0.10251129418611526,0.5,0,1
121,-0.5416998863220215,-0.509825587272644,0.059029486030340195,0.1411847472190857,0.5,0,1
124,-0.5684393048286438,-0.7074645161628723,0.06279166042804718,0.4899880886077881,0.5,0,1
125,-0.5825886130332947,-0.5132819414138794,0.07259142398834229,0.21773692965507507,0.5,0,1
127,-0.5992395877838135,-0.5154048800468445,0.07592229545116425,0.2647401988506317,0.5,0,1
128,-0.6095477342605591,-0.321444034576416,0.08121709525585175,-0.0030632209964096546,0.5,0,1
131,-0.6250032186508179,-0.5198779106140137,0.07673629373311996,0.3636750876903534,0.5,0,1
132,-0.6354007720947266,-0.32592564821243286,0.0840097963809967,0.09614120423793793,0.5,0,1
134,-0.6445612907409668,-0.328342080116272,0.0825546383857727,0.14960800111293793,0.5,0,1
136,-0.6538180112838745,-0.33073025941848755,0.08322817832231522,0.20246770977973938,0.5,0,1
138,-0.6631704568862915,-0.3331489562988281,0.08602065593004227,0.25604957342147827,0.5,0,1
140,-0.6726205348968506,-0.33565661311149597,0.09097545593976974,0.31168118119239807,0.5,0,1
141,-0.6793336272239685,-0.14194057881832123,0.09720908105373383,0.04901868849992752,0.5,0,1
144,-0.6840335130691528,-0.3410499095916748,0.09616962820291519,0.4312751889228821,0.5,0,1
145,-0.6908544898033142,-0.14741189777851105,0.10479513555765152,0.17039062082767487,0.5,0,1
147,-0.6928814053535461,-0.15042699873447418,0.10645332932472229,0.23728471994400024,0.5,0,1
149,-0.6950294375419617,-0.15350066125392914,0.11079875379800797,0.30558058619499207,0.5,0,1
150,-0.6980994343757629,0.03988231346011162,0.11691036075353622,0.04979303851723671,0.5,0,1
153,-0.6919076442718506,-0.15999586880207062,0.1163012757897377,0.44990506768226624,0.5,0,1
154,-0.6951075792312622,0.033305611461400986,0.1252993792295456,0.19602711498737335,0.5,0,1
156,-0.6899127960205078,0.02971811220049858,0.12812688946723938,0.27584606409072876,0.5,0,1
159,-0.6843416094779968,-0.1707075536251068,0.14132392406463623,0.6896422505378723,0.5,0,1
160,-0.6877557039260864,0.022199805825948715,0.15511676669120789,0.44457706809043884,0.5,0,1
161,-0.6873117089271545,0.21482603251934052,0.16400830447673798,0.2045285552740097,0.5,0,1
163,-0.6748698353767395,0.21018536388874054,0.16745369136333466,0.30838748812675476,0.5,0,1
164,-0.6706660985946655,0.4025748372077942,0.17362143099308014,0.07284151762723923,0.5,0,1
167,-0.6427639126777649,0.20058661699295044,0.17550912499427795,0.5235633254051208,0.5,0,1
168,-0.6387521624565125,0.39286065101623535,0.1859803944826126,0.29091814160346985,0.5,0,1
170,-0.6191967725753784,0.3876308500766754,0.19304223358631134,0.40871158242225647,0.5,0,1
171,-0.6114441156387329,0.5795668959617615,0.201216459274292,0.1825578212738037,0.5,0,1
172,-0.5998528003692627,0.7713264226913452,0.20486761629581451,-0.040518827736377716,0.5,0,1
173,-0.5844262838363647,0.963011622428894,0.2040572464466095,-0.2622232139110565,0.5,0,1
176,-0.5229228138923645,0.7601783275604248,0.1864062398672104,0.20980441570281982,0.5,0,1
177,-0.5077192783355713,0.9522137641906738,0.19060233235359192,-0.018772101029753685,0.5,0,1
179,-0.4657917022705078,0.946906328201294,0.1853111982345581,0.10035434365272522,0.5,0,1
181,-0.4240744709968567,0.9417133331298828,0.1847459226846695,0.21682071685791016,0.5,0,1
183,-0.38256460428237915,0.9365202784538269,0.18883495032787323,0.3335057199001312,0.5,0,1
184,-0.3638342022895813,1.128523349761963,0.1955050677061081,0.10580898821353912,0.5,0,1
