idx,state0,state1,state2,state3,user_input,controller_vote,actuation
0,0.018106788396835327,-0.048660002648830414,0.01754823327064514,-0.013850461691617966,0.0,1,1
2,0.020057708024978638,-0.04915785789489746,0.01125231571495533,-0.0028659726958721876,0.0,1,1
3,0.01907454989850521,0.14580091834068298,0.011194995604455471,-0.29197752475738525,0.0,0,0
4,0.021990569308400154,-0.04947884380817413,0.005355445668101311,0.004215033259242773,0.0,1,1
6,0.02391231060028076,-0.0496332086622715,-0.0002957215765491128,0.0076202163472771645,0.0,1,1
7,0.02291964553296566,0.14549298584461212,-0.00014331725833471864,-0.2851560115814209,0.0,0,0
8,0.025829505175352097,-0.049626924097537994,-0.005846437066793442,0.007481722626835108,0.0,1,1
9,0.024836966767907143,0.14557838439941406,-0.005696802865713835,-0.2870400846004486,0.0,0,0
10,0.027748534455895424,-0.049461863934993744,-0.011437604203820229,0.003840695833787322,0.0,1,1
13,0.028693024069070816,-0.24400687217712402,-0.017276378348469734,0.28385332226753235,0.0,1,1
15,0.02284003049135208,-0.24359652400016785,-0.01188387256115675,0.2747727334499359,0.0,1,1
16,0.01796809956431389,-0.04830705747008324,-0.006388417445123196,-0.021634558215737343,0.0,1,1
18,0.019940076395869255,-0.04811820387840271,-0.013147633522748947,-0.025802236050367355,0.0,0,0
19,0.018977712839841843,-0.24304915964603424,-0.013663677498698235,0.26270362734794617,0.0,1,1
20,0.014116729609668255,-0.04773486778140068,-0.008409605361521244,-0.03425745293498039,0.0,1,1
21,0.013162031769752502,0.14750666916370392,-0.009094754233956337,-0.3295817971229553,0.0,0,0
23,0.015162472613155842,-0.24237819015979767,-0.016482004895806313,0.2479119896888733,0.0,1,1
24,0.010314908809959888,-0.04702477157115936,-0.01152376551181078,-0.04992382228374481,0.0,1,1
25,0.009374412707984447,0.14826050400733948,-0.012522241100668907,-0.3462201952934265,0.0,0,0
26,0.012339622713625431,-0.046681102365255356,-0.01944664493203163,-0.057512152940034866,0.0,0,0
27,0.011406000703573227,-0.24151889979839325,-0.020596887916326523,0.22897233068943024,0.0,1,1
28,0.00657562306150794,-0.04610876366496086,-0.01601744256913662,-0.07013575732707977,0.0,1,1
29,0.005653447937220335,0.14923912286758423,-0.01742015779018402,-0.36782893538475037,0.0,0,0
31,0.007725609466433525,-0.24038919806480408,-0.026390522718429565,0.2040746510028839,0.0,1,1
33,0.002019826089963317,-0.239695206284523,-0.024245329201221466,0.188746839761734,0.0,1,1
35,-0.003658776404336095,-0.23905766010284424,-0.02270008809864521,0.17467015981674194,0.0,1,1
36,-0.008439929224550724,-0.04361830651760101,-0.019206685945391655,-0.12508659064769745,0.0,0,0
37,-0.009312295354902744,-0.23845991492271423,-0.021708417683839798,0.16147547960281372,0.0,1,1
38,-0.014081493951380253,-0.043034013360738754,-0.018478907644748688,-0.13797606527805328,0.0,1,1
39,-0.014942173846065998,0.15234766900539398,-0.021238429471850395,-0.43643102049827576,0.0,0,0
40,-0.01189522072672844,-0.042467303574085236,-0.02996704913675785,-0.15051811933517456,0.0,1,1
41,-0.012744567357003689,0.15307065844535828,-0.03297741338610649,-0.45250236988067627,0.0,0,0
44,-0.015235865488648415,-0.43050819635391235,-0.043260540813207626,0.38674914836883545,0.0,1,1
45,-0.023846030235290527,-0.23479969799518585,-0.03552555665373802,0.08074641227722168,0.0,1,1
47,-0.029325762763619423,-0.2338082492351532,-0.038369227200746536,0.05886639654636383,0.0,1,1
48,-0.03400192782282829,-0.03815775364637375,-0.03719189763069153,-0.2456711232662201,0.0,0,0
49,-0.034765083342790604,-0.23272931575775146,-0.04210532084107399,0.03505249693989754,0.0,1,1
50,-0.03941966965794563,-0.03702965006232262,-0.041404273360967636,-0.2706121504306793,0.0,0,0
51,-0.04016026109457016,-0.23153705894947052,-0.04681651294231415,0.008729537948966026,0.0,0,0
52,-0.044791001826524734,-0.42595741152763367,-0.04664192348718643,0.2862815260887146,0.0,1,1
53,-0.053310152143239975,-0.23020239174365997,-0.04091629385948181,-0.020739447325468063,0.0,0,0
54,-0.05791420117020607,-0.4247143864631653,-0.041331082582473755,0.2587583363056183,0.0,1,1
55,-0.06640848517417908,-0.22902750968933105,-0.03615591675043106,-0.046669185161590576,0.0,0,0
56,-0.07098903506994247,-0.4236128628253937,-0.03708929941058159,0.23439055681228638,0.0,1,1
58,-0.08402092009782791,-0.42262396216392517,-0.03379662707448006,0.21252962946891785,0.0,1,1
60,-0.09701410681009293,-0.42172178626060486,-0.03135843202471733,0.19259685277938843,0.0,0,0
61,-0.10544854402542114,-0.6163814067840576,-0.027506494894623756,0.47522491216659546,0.0,1,1
62,-0.11777617037296295,-0.42088207602500916,-0.018001995980739594,0.17400091886520386,0.0,1,1
63,-0.1261938065290451,-0.22550716996192932,-0.014521977864205837,-0.12430625408887863,0.0,1,1
64,-0.13070395588874817,-0.03018021024763584,-0.017008101567626,-0.42153510451316833,0.0,0,0
65,-0.13130755722522736,-0.22505711019039154,-0.025438804179430008,-0.13426217436790466,0.0,0,0
66,-0.13580870628356934,-0.4198056161403656,-0.028124047443270683,0.15028786659240723,0.0,1,1
67,-0.14420481026172638,-0.22429247200489044,-0.02511829137802124,-0.15113325417041779,0.0,0,0
68,-0.14869067072868347,-0.41904592514038086,-0.028140956535935402,0.13352075219154358,0.0,1,1
69,-0.1570715755224228,-0.22353240847587585,-0.025470539927482605,-0.16790573298931122,0.0,0,0
70,-0.16154223680496216,-0.418280690908432,-0.028828656300902367,0.11663439869880676,0.0,1,1
71,-0.1699078381061554,-0.22275778651237488,-0.02649596706032753,-0.18500253558158875,0.0,0,0
72,-0.17436300218105316,-0.41749081015586853,-0.030196018517017365,0.09920557588338852,0.0,1,1
73,-0.18271282315254211,-0.22194939851760864,-0.02821190655231476,-0.2028491199016571,0.0,0,0
74,-0.18715180456638336,-0.4166567623615265,-0.032268889248371124,0.08080250769853592,0.0,1,1
75,-0.1954849362373352,-0.22108745574951172,-0.030652837827801704,-0.22188414633274078,0.0,0,0
76,-0.19990669190883636,-0.4157581627368927,-0.03509052097797394,0.06097422540187836,0.0,0,0
